Percentage of Malleable/Moldable Jobs,FCFS,Backfilling,EasyBackfilling,MalleableStrategy
0,171.250176,90.10191599999999,175.87567199999998,173.511464
20,172.018732,86.90339999999999,171.148368,160.37972799999997
40,175.65302400000002,95.22769600000001,171.944864,157.79032
60,174.156096,112.33108000000001,172.163068,160.42944
80,168.76632,115.37066799999998,163.74437599999996,142.176584
100,163.906088,134.15336000000002,166.11785200000003,140.6781563636364
