Percentage of Malleable/Moldable Jobs,FCFS,Backfilling,EasyBackfilling,MalleableStrategy
20,-0.6985465162742001,2.784410731010681,0.1825844254580738,2.534439370346896
40,1.3368490760591685,2.886319939662005,3.3942716035056026,7.151306860031645
60,5.157299104375468,-0.08081255351441775,5.895263539175274,8.491710882015209
80,7.40954874917978,-0.3481817465248616,8.44461073884488,13.178026508347285
100,11.730059038731778,2.9011571476703866,13.443190030982521,13.858234772952457
