id,job_name,job_class,job_type,submit,start,end,duration,startNodes,shrinkCount,expandCount,kill,errorElastic,answer
1,UTS_18_rigid_4,rigid,apgas,-0.03399991989135742,0.0,54.01300001144409,54.013,4,0,0,False,False,0,
2,Pi_600000000000_rigid_8,rigid,apgas,0.0710000991821289,0.1420001983642578,130.48800015449524,130.346,8,0,0,False,False,0,
3,NQueens_18_malleable_8-16,malleable,apgas,0.16200017929077148,0.25300002098083496,319.74699997901917,319.494,16,3,2,False,False,8.266,
4,NQueens_17_rigid_4,rigid,apgas,0.2650001049041748,0.36100006103515625,92.14499998092651,91.784,4,0,0,False,False,0,
5,NQueens_18_rigid_8,rigid,apgas,0.3580000400543213,20.70900011062622,389.13700008392334,368.428,8,0,0,False,False,0,
6,UTS_18_rigid_2,rigid,apgas,72.47300004959106,72.52800011634827,173.10600018501282,100.578,2,0,0,False,False,0,
7,BC_19_rigid_8,rigid,apgas,95.59500002861023,132.66400003433228,573.6690001487732,441.005,8,0,0,False,False,0,
8,Pi_600000000000_rigid_8,rigid,apgas,104.69900012016296,212.64600014686584,346.62900018692017,133.983,8,0,0,False,False,0,
9,NQueens_17_rigid_4,rigid,apgas,116.80100011825562,321.3880000114441,413.7980000972748,92.41,4,0,0,False,False,0,
10,UTS_20_rigid_8,rigid,apgas,116.90900015830994,348.7640001773834,739.3710000514984,390.607,8,0,0,False,False,0,
11,UTS_19_rigid_2,rigid,apgas,131.01900005340576,348.779000043869,734.1340000629425,385.355,2,0,0,False,False,0,
12,NQueens_17_malleable_1-8,malleable,apgas,166.14400005340576,348.78600001335144,508.28700017929077,159.501,2,1,1,False,False,5.291,
13,BC_17_rigid_2,rigid,apgas,214.24000000953674,390.78000020980835,453.51700019836426,62.737,2,0,0,False,False,0,
14,UTS_19_malleable_2-16,malleable,apgas,215.32400012016296,390.797000169754,549.1890001296997,158.392,6,1,3,False,False,4.602,
15,BC_17_malleable_1-4,malleable,apgas,234.43500018119812,393.5090000629425,448.25,54.741,1,0,1,False,False,1.31,
16,BC_17_rigid_2,rigid,apgas,244.51400017738342,403.1390001773834,464.76900005340576,61.63,2,0,0,False,False,0,
17,BC_19_rigid_16,rigid,apgas,265.60900020599365,575.3110001087189,802.8680000305176,227.557,16,0,0,False,False,0,
18,Pi_1200000000000_malleable_8-16,malleable,apgas,299.72699999809265,735.6670000553131,904.563000202179,168.896,8,1,1,False,False,5.098,
19,UTS_19_rigid_2,rigid,apgas,355.8420000076294,741.5950000286102,1144.3180000782013,402.723,2,0,0,False,False,0,
20,Pi_1200000000000_rigid_8,rigid,apgas,393.94900012016296,805.1440000534058,1065.5820000171661,260.438,8,0,0,False,False,0,
21,UTS_18_rigid_2,rigid,apgas,427.0640001296997,805.1630001068115,909.6600000858307,104.497,2,0,0,False,False,0,
22,UTS_19_rigid_4,rigid,apgas,442.1710000038147,805.1710000038147,1006.8970000743866,201.726,4,0,0,False,False,0,
23,NQueens_17_rigid_4,rigid,apgas,445.2720000743866,809.3830001354218,902.4020001888275,93.019,4,0,0,False,False,0,
24,NQueens_18_rigid_16,rigid,apgas,462.375,906.8050000667572,1099.4660000801086,192.661,16,0,0,False,False,0,
25,BC_18_rigid_2,rigid,apgas,466.47100019454956,911.228000164032,1252.8870000839233,341.659,2,0,0,False,False,0,
