id,job_name,job_class,job_type,submit,start,end,duration,startNodes,shrinkCount,expandCount,kill,errorElastic,answer
1,UTS_19_malleable_2-16,malleable,apgas,-0.09800004959106445,0.0,61.937000036239624,61.937,16,0,0,False,False,8.266,
2,NQueens_17_rigid_2,rigid,apgas,-0.003000020980834961,0.03800010681152344,172.56100010871887,172.523,2,0,0,False,False,0,
3,NQueens_18_rigid_8,rigid,apgas,0.09200000762939453,0.14800000190734863,368.0829999446869,367.935,8,0,0,False,False,0,
4,NQueens_17_malleable_1-8,malleable,apgas,0.20300006866455078,0.2560000419616699,64.40899991989136,64.153,6,0,0,False,False,5.01,
5,BC_19_rigid_8,rigid,apgas,0.30500006675720215,64.29699993133545,495.2720000743866,430.975,8,0,0,False,False,0,
6,UTS_18_malleable_1-4,malleable,apgas,35.424999952316284,64.31500005722046,122.06900000572205,57.754,4,0,0,False,False,4.593,
7,BC_17_rigid_4,rigid,apgas,56.53099989891052,64.32200002670288,98.66300010681152,34.341,4,0,0,False,False,0,
8,BC_18_malleable_2-16,malleable,apgas,95.66100001335144,95.69400000572205,215.47399997711182,119.78,6,0,0,False,False,6.204,
9,BC_17_rigid_2,rigid,apgas,97.78399991989136,100.3140001296997,162.7149999141693,62.401,2,0,0,False,False,0,
10,Pi_1200000000000_malleable_8-16,malleable,apgas,140.89599990844727,164.2590000629425,421.6100001335144,257.351,8,0,0,False,False,5.857,
11,UTS_20_rigid_8,rigid,apgas,156.00500011444092,217.08200001716614,608.0209999084473,390.939,8,0,0,False,False,0,
12,Pi_1200000000000_rigid_16,rigid,apgas,167.12199997901917,423.81699991226196,557.6229999065399,133.806,16,0,0,False,False,0,
13,NQueens_18_malleable_8-16,malleable,apgas,199.2409999370575,496.98099994659424,864.4249999523163,367.444,8,0,0,False,False,6.833,
14,BC_17_malleable_1-4,malleable,apgas,239.32999992370605,560.0269999504089,596.8429999351501,36.816,4,0,0,False,False,7.406,
15,Pi_600000000000_rigid_4,rigid,apgas,255.4430000782013,560.045000076294,820.4119999408722,260.367,4,0,0,False,False,0,
16,Pi_600000000000_rigid_4,rigid,apgas,281.5610001087189,560.0529999732971,823.4730000495911,263.42,4,0,0,False,False,0,
17,BC_18_malleable_2-16,malleable,apgas,298.68300008773804,560.0610001087189,734.2690000534058,174.208,4,0,0,False,False,6.137,
18,UTS_20_malleable_8-16,malleable,apgas,349.8069999217987,609.7709999084473,876.7760000228882,267.005,12,0,0,False,False,7.423,
19,BC_18_malleable_2-16,malleable,apgas,367.9279999732971,735.8540000915527,913.0260000228882,177.172,4,0,0,False,False,6.835,
20,UTS_19_rigid_4,rigid,apgas,370.04900002479553,825.0640001296997,931.4189999103546,106.355,8,0,0,False,False,0,
21,UTS_19_rigid_4,rigid,apgas,386.1619999408722,866.558000087738,1065.5899999141693,199.032,4,0,0,False,False,0,
22,BC_18_rigid_2,rigid,apgas,391.268000125885,866.5710000991821,1206.558000087738,339.987,2,0,0,False,False,0,
23,BC_17_rigid_2,rigid,apgas,392.3770000934601,866.579999923706,928.2850000858307,61.705,2,0,0,False,False,0,
24,BC_18_rigid_2,rigid,apgas,399.48200011253357,879.0090000629425,1220.824000120163,341.815,2,0,0,False,False,0,
25,BC_17_rigid_4,rigid,apgas,457.6050000190735,879.0239999294281,914.595999956131,35.572,4,0,0,False,False,0,
