id,job_name,job_class,job_type,submit,start,end,duration,startNodes,shrinkCount,expandCount,kill,errorElastic,answer
1,UTS_19_malleable_2-16,malleable,apgas,-0.07899999618530273,0.0,59.45099997520447,59.451,16,0,0,False,False,6.385,
2,NQueens_17_malleable_1-8,malleable,apgas,0.01900005340576172,0.046000003814697266,51.81099987030029,51.765,8,0,0,False,False,4.931,
3,NQueens_18_malleable_8-16,malleable,apgas,0.12100005149841309,0.15699982643127441,367.4670000076294,367.31,8,0,0,False,False,7.031,
4,NQueens_17_malleable_1-8,malleable,apgas,0.22099995613098145,53.47499990463257,105.84599995613098,52.371,8,0,0,False,False,5.831,
5,BC_19_rigid_8,rigid,apgas,0.3269999027252197,61.71000003814697,497.1449999809265,435.435,8,0,0,False,False,0,
6,UTS_18_malleable_1-4,malleable,apgas,35.43499994277954,61.723000049591064,116.18299984931946,54.46,4,0,0,False,False,5.414,
7,BC_17_rigid_4,rigid,apgas,56.537999868392944,61.73099994659424,98.17499995231628,36.444,4,0,0,False,False,0,
8,BC_18_malleable_2-16,malleable,apgas,95.65899991989136,99.81399989128113,273.95899987220764,174.145,4,0,0,False,False,5.828,
9,BC_17_rigid_2,rigid,apgas,97.76199984550476,107.54299998283386,170.2149999141693,62.672,2,0,0,False,False,0,
10,Pi_1200000000000_malleable_8-16,malleable,apgas,140.88499999046326,140.92400002479553,352.4909999370575,211.567,10,0,0,False,False,5.273,
11,UTS_20_rigid_8,rigid,apgas,155.99499988555908,354.6749999523163,747.9329998493195,393.258,8,0,0,False,False,0,
12,Pi_1200000000000_rigid_16,rigid,apgas,167.10599994659424,369.125,504.5750000476837,135.45,16,0,0,False,False,0,
13,NQueens_18_malleable_8-16,malleable,apgas,199.22699999809265,498.80200004577637,862.3899998664856,363.588,8,0,0,False,False,4.937,
14,BC_17_malleable_1-4,malleable,apgas,239.34999990463257,506.83399987220764,541.8829998970032,35.049,4,0,0,False,False,5.314,
15,Pi_600000000000_malleable_4-16,malleable,apgas,255.47099995613098,506.84999990463257,598.4349999427795,91.585,12,0,0,False,False,6.473,
16,Pi_600000000000_rigid_4,rigid,apgas,281.5750000476837,543.5349998474121,808.2809998989105,264.746,4,0,0,False,False,0,
17,BC_18_malleable_2-16,malleable,apgas,298.6859998703003,600.6699998378754,666.7619998455048,66.092,12,0,0,False,False,8.111,
18,UTS_20_malleable_8-16,malleable,apgas,349.8090000152588,668.6299998760223,934.0449998378754,265.415,12,0,0,False,False,6.441,
19,BC_18_malleable_2-16,malleable,apgas,367.90899991989136,749.6169998645782,842.4110000133514,92.794,8,0,0,False,False,7.444,
20,UTS_19_rigid_4,rigid,apgas,370.0239999294281,844.1340000629425,958.0279998779297,113.894,8,0,0,False,False,0,
21,UTS_19_rigid_4,rigid,apgas,386.1579999923706,844.1480000019073,1048.638000011444,204.49,4,0,0,False,False,0,
22,BC_18_rigid_2,rigid,apgas,391.2739999294281,864.5969998836517,1208.24799990654,343.651,2,0,0,False,False,0,
23,BC_17_malleable_1-4,malleable,apgas,392.3840000629425,864.6110000610352,899.2739999294281,34.663,4,0,0,False,False,5.319,
24,BC_18_malleable_2-16,malleable,apgas,399.4909999370575,864.6159999370575,1213.5720000267029,348.956,2,0,0,False,False,5.644,
25,BC_17_rigid_4,rigid,apgas,457.61899995803833,900.8919999599457,936.2249999046326,35.333,4,0,0,False,False,0,
