id,job_name,job_class,job_type,submit,start,end,duration,startNodes,shrinkCount,expandCount,kill,errorElastic,answer
1,BC_18_rigid_4,rigid,apgas,-0.04199981689453125,0.0,176.02800011634827,176.028,4,0,0,False,False,0,
2,BC_18_malleable_2-16,malleable,apgas,0.06599998474121094,0.14300012588500977,56.42700004577637,56.284,16,0,0,False,False,11.625,
3,BC_18_malleable_2-16,malleable,apgas,0.16700005531311035,0.2539999485015869,67.94000005722046,67.686,12,0,0,False,False,9.066,
4,BC_17_rigid_4,rigid,apgas,0.2710001468658447,58.782999992370605,92.97099995613098,34.188,4,0,0,False,False,0,
5,NQueens_17_malleable_1-8,malleable,apgas,0.3710000514984131,58.80200004577637,111.6690001487732,52.867,8,0,0,False,False,5.653,
6,UTS_20_malleable_8-16,malleable,apgas,2.4700000286102295,69.63000011444092,274.0940001010895,204.464,16,0,0,False,False,7.045,
7,Pi_1200000000000_malleable_8-16,malleable,apgas,24.591000080108643,113.33200001716614,288.6600000858307,175.328,12,0,0,False,False,6.613,
8,UTS_19_malleable_2-16,malleable,apgas,62.70900011062622,177.68300008773804,379.9010000228882,202.218,4,0,0,False,False,6.253,
9,BC_18_rigid_8,rigid,apgas,87.83599996566772,276.40700006484985,369.77100014686584,93.364,8,0,0,False,False,0,
10,NQueens_17_malleable_1-8,malleable,apgas,114.93700003623962,276.44200015068054,328.8029999732971,52.361,8,0,0,False,False,4.99,
11,UTS_20_malleable_8-16,malleable,apgas,128.05400013923645,290.8770000934601,556.7860000133514,265.909,12,0,0,False,False,7.653,
12,Pi_600000000000_rigid_16,rigid,apgas,155.1600000858307,371.95500016212463,441.6860001087189,69.731,16,0,0,False,False,0,
13,NQueens_17_malleable_1-8,malleable,apgas,162.2630000114441,381.9930000305176,474.0659999847412,92.073,4,0,0,False,False,4.433,
14,Pi_600000000000_malleable_4-16,malleable,apgas,167.38100004196167,443.9350001811981,513.4019999504089,69.467,16,0,0,False,False,6.969,
15,BC_18_rigid_4,rigid,apgas,173.48200011253357,475.7170000076294,650.8020000457764,175.085,4,0,0,False,False,0,
16,BC_17_rigid_4,rigid,apgas,179.58500003814697,515.7230000495911,550.9130001068115,35.19,4,0,0,False,False,0,
17,BC_18_malleable_2-16,malleable,apgas,182.68700003623962,515.7410001754761,591.3919999599457,75.651,12,0,0,False,False,8.149,
18,UTS_19_malleable_2-16,malleable,apgas,229.78999996185303,552.5240001678467,743.3389999866486,190.815,4,0,0,False,False,4.271,
19,Pi_600000000000_rigid_4,rigid,apgas,244.89400005340576,559.0499999523163,820.9470000267029,261.897,4,0,0,False,False,0,
20,BC_18_rigid_8,rigid,apgas,260.0150001049042,559.0640001296997,654.1000001430511,95.036,8,0,0,False,False,0,
21,UTS_18_rigid_4,rigid,apgas,296.13499999046326,593.1390001773834,652.3650000095367,59.226,4,0,0,False,False,0,
22,BC_18_malleable_2-16,malleable,apgas,332.2410001754761,593.1590001583099,687.0950000286102,93.936,8,0,0,False,False,7.067,
23,BC_18_rigid_2,rigid,apgas,393.33899998664856,652.3910000324249,990.489000082016,338.098,2,0,0,False,False,0,
24,Pi_80000000000_malleable_1-4,malleable,apgas,469.4560000896454,652.4070000648499,723.0620000362396,70.655,2,0,0,False,False,5.149,
25,UTS_18_malleable_1-4,malleable,apgas,471.539999961853,654.0199999809265,708.9700000286102,54.95,4,0,0,False,False,4.499,
