id,job_name,job_class,job_type,submit,start,end,duration,startNodes,shrinkCount,expandCount,kill,errorElastic,answer
1,UTS_19_rigid_4,rigid,apgas,-0.026999950408935547,0.0,104.68500018119812,104.685,8,0,0,False,False,0,
2,BC_19_rigid_16,rigid,apgas,0.06800007820129395,0.14700007438659668,226.76500010490417,226.618,16,0,0,False,False,0,
3,Pi_80000000000_rigid_2,rigid,apgas,0.17400002479553223,0.2590000629425049,74.99100017547607,74.732,2,0,0,False,False,0,
4,Pi_80000000000_rigid_2,rigid,apgas,0.2760000228881836,0.36700010299682617,73.3600001335144,72.993,2,0,0,False,False,0,
5,Pi_1200000000000_rigid_8,rigid,apgas,0.37199997901916504,106.4210000038147,367.25999999046326,260.839,8,0,0,False,False,0,
6,BC_18_rigid_2,rigid,apgas,59.49500012397766,59.5,399.23800015449524,339.738,2,0,0,False,False,0,
7,UTS_18_rigid_4,rigid,apgas,75.61400008201599,75.64600014686584,130.87400007247925,55.228,4,0,0,False,False,0,
8,BC_17_rigid_2,rigid,apgas,109.73100018501282,109.75200009346008,172.42200016975403,62.67,2,0,0,False,False,0,
9,UTS_19_rigid_4,rigid,apgas,109.83899998664856,132.5090000629425,327.21600008010864,194.707,4,0,0,False,False,0,
10,NQueens_17_rigid_4,rigid,apgas,123.94099998474121,228.53200006484985,320.64600014686584,92.114,4,0,0,False,False,0,
11,BC_18_rigid_2,rigid,apgas,175.08300018310547,175.11300015449524,517.9680001735687,342.855,2,0,0,False,False,0,
12,Pi_600000000000_rigid_4,rigid,apgas,183.1890001296997,228.5460000038147,482.9630000591278,254.417,4,0,0,False,False,0,
13,NQueens_18_rigid_16,rigid,apgas,237.30000019073486,854.1000001430511,1045.710000038147,191.61,16,0,0,False,False,0,
14,BC_17_rigid_4,rigid,apgas,271.4130001068115,271.4409999847412,306.5610001087189,35.12,4,0,0,False,False,0,
15,NQueens_18_rigid_8,rigid,apgas,296.5160000324249,308.125,673.9290001392365,365.804,8,0,0,False,False,0,
16,UTS_19_rigid_4,rigid,apgas,348.6340000629425,348.7239999771118,453.6800000667572,104.956,8,0,0,False,False,0,
17,BC_19_rigid_8,rigid,apgas,350.75,369.375,805.1630001068115,435.788,8,0,0,False,False,0,
18,BC_18_rigid_2,rigid,apgas,360.8660001754761,401.3580000400543,746.7109999656677,345.353,2,0,0,False,False,0,
19,Pi_80000000000_rigid_2,rigid,apgas,394.9869999885559,455.3900001049042,531.7540001869202,76.364,2,0,0,False,False,0,
20,BC_17_rigid_2,rigid,apgas,403.0700001716614,455.4100000858307,516.2940001487732,60.884,2,0,0,False,False,0,
21,NQueens_18_rigid_8,rigid,apgas,405.1630001068115,533.3070001602173,898.0150001049042,364.708,8,0,0,False,False,0,
22,NQueens_18_rigid_8,rigid,apgas,407.25999999046326,675.614000082016,1039.9379999637604,364.324,8,0,0,False,False,0,
23,Pi_80000000000_rigid_2,rigid,apgas,411.3690001964569,455.41799998283386,530.1260001659393,74.708,2,0,0,False,False,0,
24,UTS_18_rigid_4,rigid,apgas,426.47000002861023,484.5930001735687,541.699000120163,57.106,4,0,0,False,False,0,
25,UTS_19_rigid_2,rigid,apgas,446.5789999961853,455.4260001182556,852.489000082016,397.063,2,0,0,False,False,0,
