id,job_name,job_class,job_type,submit,start,end,duration,startNodes,shrinkCount,expandCount,kill,errorElastic,answer
1,UTS_20_malleable_8-16,malleable,apgas,-0.07999992370605469,0.0,211.88700008392334,211.887,16,0,0,False,False,7.202,
2,UTS_18_malleable_1-4,malleable,apgas,0.026999950408935547,0.042999982833862305,54.223000049591064,54.18,4,0,0,False,False,4.55,
3,BC_17_rigid_2,rigid,apgas,0.11400008201599121,0.15700006484985352,61.992000102996826,61.835,2,0,0,False,False,0,
4,Pi_600000000000_malleable_4-16,malleable,apgas,0.2070000171661377,0.26399993896484375,109.93499994277954,109.671,10,0,0,False,False,7.305,
5,UTS_18_malleable_1-4,malleable,apgas,0.3210000991821289,55.89100003242493,113.15000009536743,57.259,4,0,0,False,False,5.341,
6,UTS_19_malleable_2-16,malleable,apgas,13.440999984741211,63.625,442.2420001029968,378.617,2,0,0,False,False,4.159,
7,Pi_600000000000_malleable_4-16,malleable,apgas,31.56599998474121,112.24699997901917,219.82800006866455,107.581,10,0,0,False,False,7.308,
8,NQueens_18_rigid_16,rigid,apgas,40.67799997329712,214.31299996376038,406.2409999370575,191.928,16,0,0,False,False,0,
9,UTS_18_malleable_1-4,malleable,apgas,64.7940001487732,114.86800003051758,169.7039999961853,54.836,4,0,0,False,False,4.31,
10,NQueens_18_malleable_8-16,malleable,apgas,104.91799998283386,221.643000125885,516.8410000801086,295.198,10,0,0,False,False,6.201,
11,UTS_19_malleable_2-16,malleable,apgas,106.03200006484985,171.30200004577637,367.57999992370605,196.278,4,0,0,False,False,5.286,
12,UTS_20_malleable_8-16,malleable,apgas,122.15000009536743,408.67900013923645,619.4790000915527,210.8,16,0,0,False,False,7.024,
13,UTS_18_malleable_1-4,malleable,apgas,127.2739999294281,369.17700004577637,422.1170001029968,52.94,4,0,0,False,False,4.439,
14,Pi_600000000000_malleable_4-16,malleable,apgas,217.38199996948242,423.7260000705719,685.6679999828339,261.942,4,0,0,False,False,5.317,
15,NQueens_17_malleable_1-8,malleable,apgas,239.47399997711182,443.7960000038147,616.0369999408722,172.241,2,0,0,False,False,4.162,
16,UTS_18_malleable_1-4,malleable,apgas,274.5880000591278,518.5780000686646,573.2610001564026,54.683,4,0,0,False,False,4.452,
17,BC_17_malleable_1-4,malleable,apgas,275.6860001087189,518.595999956131,554.6360001564026,36.04,4,0,0,False,False,6.327,
18,BC_18_malleable_2-16,malleable,apgas,321.80400013923645,518.6040000915527,862.8619999885559,344.258,2,0,0,False,False,6.675,
19,Pi_80000000000_rigid_2,rigid,apgas,385.92199993133545,556.2920000553131,631.5360000133514,75.244,2,0,0,False,False,0,
20,NQueens_17_rigid_4,rigid,apgas,405.0310001373291,574.8559999465942,666.3400001525879,91.484,4,0,0,False,False,0,
21,Pi_80000000000_malleable_1-4,malleable,apgas,471.13899993896484,556.308000087738,627.393000125885,71.085,2,0,0,False,False,4.079,
22,UTS_18_rigid_2,rigid,apgas,478.24399995803833,617.6630001068115,717.6300001144409,99.967,2,0,0,False,False,0,
23,BC_17_malleable_1-4,malleable,apgas,525.3680000305176,621.8889999389648,657.2309999465942,35.342,4,0,0,False,False,5.421,
24,Pi_80000000000_malleable_1-4,malleable,apgas,530.4820001125336,621.9190001487732,660.3229999542236,38.404,4,0,0,False,False,4.646,
25,BC_18_malleable_2-16,malleable,apgas,535.6000001430511,621.9300000667572,719.1710000038147,97.241,8,0,0,False,False,7.604,
