id,job_name,job_class,job_type,submit,start,end,duration,startNodes,shrinkCount,expandCount,kill,errorElastic,answer
1,BC_18_rigid_4,rigid,apgas,-0.06400012969970703,0.0,177.13699984550476,177.137,4,0,0,False,False,0,
2,BC_18_rigid_2,rigid,apgas,0.028999805450439453,0.06599998474121094,339.25,339.184,2,0,0,False,False,0,
3,BC_18_rigid_2,rigid,apgas,0.14999985694885254,0.17699980735778809,345.28799986839294,345.111,2,0,0,False,False,0,
4,BC_17_rigid_4,rigid,apgas,0.2369999885559082,0.2839999198913574,35.17899990081787,34.895,4,0,0,False,False,0,
5,NQueens_17_rigid_2,rigid,apgas,0.33099985122680664,0.3919999599456787,171.82399988174438,171.432,2,0,0,False,False,0,
6,UTS_20_rigid_8,rigid,apgas,2.428999900817871,2.500999927520752,394.18499994277954,391.684,8,0,0,False,False,0,
7,Pi_1200000000000_rigid_8,rigid,apgas,24.51699995994568,24.557999849319458,285.2579998970032,260.7,8,0,0,False,False,0,
8,UTS_19_rigid_4,rigid,apgas,62.632999897003174,173.48499989509583,280.0169999599457,106.532,8,0,0,False,False,0,
9,BC_18_rigid_8,rigid,apgas,87.74899983406067,282.22000002861023,376.47000002861023,94.25,8,0,0,False,False,0,
10,NQueens_17_rigid_2,rigid,apgas,114.85999989509583,282.23799991607666,451.7239999771118,169.486,2,0,0,False,False,0,
11,UTS_20_rigid_16,rigid,apgas,127.97399997711182,378.7409999370575,580.5119998455048,201.771,16,0,0,False,False,0,
12,Pi_600000000000_rigid_16,rigid,apgas,155.07200002670288,453.30799984931946,524.010999917984,70.703,16,0,0,False,False,0,
13,NQueens_17_rigid_2,rigid,apgas,162.18799996376038,525.7709999084473,697.1369998455048,171.366,2,0,0,False,False,0,
14,Pi_600000000000_rigid_4,rigid,apgas,167.29099988937378,525.789999961853,786.8209998607635,261.031,4,0,0,False,False,0,
15,BC_18_rigid_4,rigid,apgas,173.4119999408722,525.7969999313354,707.4830000400543,181.686,4,0,0,False,False,0,
16,BC_17_rigid_4,rigid,apgas,179.52099990844727,525.8039999008179,560.912999868393,35.109,4,0,0,False,False,0,
17,BC_18_rigid_4,rigid,apgas,182.63299989700317,562.4830000400543,738.0079998970032,175.525,4,0,0,False,False,0,
18,UTS_19_rigid_2,rigid,apgas,229.74499988555908,562.5009999275208,949.8899998664856,387.389,2,0,0,False,False,0,
19,Pi_600000000000_rigid_4,rigid,apgas,244.86500000953674,582.7739999294281,845.2079999446869,262.434,4,0,0,False,False,0,
20,BC_18_rigid_8,rigid,apgas,259.97199988365173,582.7919998168945,675.4759998321533,92.684,8,0,0,False,False,0,
21,UTS_18_rigid_4,rigid,apgas,296.0920000076294,582.7990000247955,641.6610000133514,58.862,4,0,0,False,False,0,
22,BC_18_rigid_2,rigid,apgas,332.20099997520447,643.2289998531342,984.9949998855591,341.766,2,0,0,False,False,0,
23,BC_18_rigid_2,rigid,apgas,393.327999830246,643.2459998130798,990.9329998493195,347.687,2,0,0,False,False,0,
24,Pi_80000000000_rigid_2,rigid,apgas,469.4429998397827,677.1229999065399,743.7749998569489,66.652,2,0,0,False,False,0,
25,UTS_18_rigid_2,rigid,apgas,471.54699993133545,677.1410000324249,776.2689998149872,99.128,2,0,0,False,False,0,
