id,job_name,job_class,job_type,submit,start,end,duration,startNodes,shrinkCount,expandCount,kill,errorElastic,answer
1,UTS_19_malleable_2-16,malleable,apgas,-0.04800009727478027,0.0,61.323999881744385,61.324,16,0,0,False,False,8.465,
2,NQueens_17_malleable_1-8,malleable,apgas,0.04699993133544922,0.1399998664855957,51.920000076293945,51.78,8,0,0,False,False,5.057,
3,NQueens_18_malleable_8-16,malleable,apgas,0.14599990844726562,0.15199995040893555,368.38700008392334,368.235,8,0,0,False,False,6.06,
4,NQueens_17_malleable_1-8,malleable,apgas,0.24300003051757812,53.675999879837036,106.27300000190735,52.597,8,0,0,False,False,5.852,
5,BC_19_rigid_8,rigid,apgas,0.3359999656677246,63.71600008010864,498.4340000152588,434.718,8,0,0,False,False,0,
6,UTS_18_malleable_1-4,malleable,apgas,35.45799994468689,63.729000091552734,119.52900004386902,55.8,4,0,0,False,False,5.469,
7,BC_17_rigid_4,rigid,apgas,56.57599997520447,63.73699998855591,99.47199988365173,35.735,4,0,0,False,False,0,
8,BC_18_malleable_2-16,malleable,apgas,95.7039999961853,101.12700009346008,276.98799991607666,175.861,4,0,0,False,False,5.805,
9,BC_17_rigid_2,rigid,apgas,97.8109998703003,108.55599999427795,170.4170000553131,61.861,2,0,0,False,False,0,
10,Pi_1200000000000_malleable_8-16,malleable,apgas,140.94599986076355,141.0350000858307,350.93300008773804,209.898,10,0,0,False,False,6.087,
11,UTS_20_rigid_8,rigid,apgas,156.05800008773804,353.1930000782013,749.1440000534058,395.951,8,0,0,False,False,0,
12,Pi_1200000000000_rigid_16,rigid,apgas,167.1819999217987,370.6449999809265,505.80399990081787,135.159,16,0,0,False,False,0,
13,NQueens_18_malleable_8-16,malleable,apgas,199.30200004577637,500.23099994659424,865.9470000267029,365.716,8,0,0,False,False,4.902,
14,BC_17_malleable_1-4,malleable,apgas,239.4409999847412,508.2630000114441,544.2539999485016,35.991,4,0,0,False,False,6.227,
15,Pi_600000000000_malleable_4-16,malleable,apgas,255.56399989128113,508.2779998779297,601.0020000934601,92.724,12,0,0,False,False,7.824,
16,Pi_600000000000_rigid_4,rigid,apgas,281.6779999732971,545.9670000076294,805.3399999141693,259.373,4,0,0,False,False,0,
17,BC_18_malleable_2-16,malleable,apgas,298.7850000858307,603.4059998989105,673.0279998779297,69.622,12,0,0,False,False,9.41,
18,UTS_20_malleable_8-16,malleable,apgas,349.92700004577637,674.9809999465942,949.8529999256134,274.872,12,0,0,False,False,5.849,
19,BC_18_malleable_2-16,malleable,apgas,368.04900002479553,751.3680000305176,846.0160000324249,94.648,8,0,0,False,False,8.218,
20,UTS_19_rigid_4,rigid,apgas,370.164999961853,847.7279999256134,952.114000082016,104.386,8,0,0,False,False,0,
21,UTS_19_rigid_4,rigid,apgas,386.2760000228882,847.7419998645782,1056.0209999084473,208.279,4,0,0,False,False,0,
22,BC_18_rigid_2,rigid,apgas,391.4010000228882,868.2929999828339,1205.9389998912811,337.646,2,0,0,False,False,0,
23,BC_17_malleable_1-4,malleable,apgas,392.5079998970032,868.308000087738,902.8780000209808,34.57,4,0,0,False,False,5.203,
24,BC_18_malleable_2-16,malleable,apgas,399.6289999485016,868.3159999847412,1207.4879999160767,339.172,2,0,0,False,False,5.697,
25,BC_17_rigid_4,rigid,apgas,457.72699999809265,904.5,938.6399998664856,34.14,4,0,0,False,False,0,
