id,job_name,job_class,job_type,submit,start,end,duration,startNodes,shrinkCount,expandCount,kill,errorElastic,answer
1,UTS_19_rigid_2,rigid,apgas,-0.0840001106262207,0.0,398.77099990844727,398.771,2,0,0,False,False,0,
2,UTS_19_rigid_4,rigid,apgas,0.014999866485595703,0.0409998893737793,188.0920000076294,188.051,4,0,0,False,False,0,
3,UTS_18_rigid_4,rigid,apgas,0.10500001907348633,0.15199995040893555,62.93499994277954,62.783,4,0,0,False,False,0,
4,Pi_600000000000_rigid_16,rigid,apgas,0.18499994277954102,0.25999999046325684,70.00499987602234,69.745,16,0,0,False,False,0,
5,NQueens_18_rigid_8,rigid,apgas,0.2760000228881836,64.50099992752075,430.66799998283386,366.167,8,0,0,False,False,0,
6,Pi_1200000000000_malleable_8-16,malleable,apgas,2.3610000610351562,72.23699998855591,208.09100008010864,135.854,16,0,0,False,False,9.363,
7,Pi_600000000000_rigid_4,rigid,apgas,6.450999975204468,189.69700002670288,452.7979998588562,263.101,4,0,0,False,False,0,
8,NQueens_17_malleable_1-8,malleable,apgas,12.559000015258789,189.71399998664856,360.8180000782013,171.104,2,0,0,False,False,5.207,
9,Pi_600000000000_malleable_4-16,malleable,apgas,64.66799998283386,210.364000082016,281.86500000953674,71.501,16,0,0,False,False,7.258,
10,Pi_80000000000_rigid_2,rigid,apgas,71.78500008583069,284.22899985313416,358.1889998912811,73.96,2,0,0,False,False,0,
11,UTS_18_rigid_2,rigid,apgas,74.89299988746643,284.2460000514984,383.510999917984,99.265,2,0,0,False,False,0,
12,BC_19_rigid_8,rigid,apgas,90.01399993896484,284.25300002098083,718.0789999961853,433.826,8,0,0,False,False,0,
13,NQueens_18_rigid_8,rigid,apgas,98.13800001144409,362.42199993133545,725.1129999160767,362.691,8,0,0,False,False,0,
14,Pi_80000000000_rigid_4,rigid,apgas,259.25099992752075,400.3139998912811,437.9029998779297,37.589,4,0,0,False,False,0,
15,Pi_1200000000000_rigid_16,rigid,apgas,271.36500000953674,454.9409999847412,591.1199998855591,136.179,16,0,0,False,False,0,
16,Pi_1200000000000_rigid_16,rigid,apgas,317.4869999885559,593.6510000228882,727.2330000400543,133.582,16,0,0,False,False,0,
17,NQueens_17_malleable_1-8,malleable,apgas,337.595999956131,719.7409999370575,773.4389998912811,53.698,8,0,0,False,False,6.713,
18,BC_18_malleable_2-16,malleable,apgas,341.70300006866455,727.2720000743866,820.2070000171661,92.935,8,0,0,False,False,6.626,
19,BC_18_rigid_4,rigid,apgas,354.80599999427795,729.4849998950958,905.5350000858307,176.05,4,0,0,False,False,0,
20,UTS_19_rigid_4,rigid,apgas,368.90700006484985,729.4969999790192,839.481999874115,109.985,8,0,0,False,False,0,
21,BC_19_rigid_8,rigid,apgas,375.00999999046326,775.2019999027252,1209.7349998950958,434.533,8,0,0,False,False,0,
22,BC_17_rigid_2,rigid,apgas,390.1210000514984,775.2170000076294,837.8539998531342,62.637,2,0,0,False,False,0,
23,UTS_19_rigid_4,rigid,apgas,401.2130000591278,822.3229999542236,1021.9459998607635,199.623,4,0,0,False,False,0,
24,UTS_19_rigid_2,rigid,apgas,456.34699988365173,822.3410000801086,1208.101000070572,385.76,2,0,0,False,False,0,
25,BC_19_rigid_8,rigid,apgas,456.4579999446869,841.1849999427795,1275.912999868393,434.728,8,0,0,False,False,0,
